idade,imc,filhos,genero,regiao,fumante,encargos
30,35.39,0,feminino,Leste,sim,3242.86
50,30.31,4,masculino,Norte,não,1779.42
59,22.61,0,feminino,Sul,sim,3821.86
34,29.19,0,masculino,Norte,sim,2774.9
20,31.61,0,feminino,Norte,não,2313.35
26,32.74,1,masculino,Norte,não,1693.38
28,28.82,1,masculino,Oeste,não,952.22
44,18.24,1,masculino,Norte,sim,3604.43
45,35.45,0,masculino,Oeste,sim,2635.92
19,22.82,2,masculino,Leste,não,1541.74
18,31.39,2,masculino,Sul,não,2207.37
23,26.19,0,feminino,Norte,não,606.79
42,29.54,0,masculino,Leste,sim,3613.74
52,30.04,2,masculino,Leste,não,2794.94
33,28.45,3,masculino,Norte,sim,4217.5
21,35.7,4,feminino,Leste,sim,5591.89
64,38.9,0,masculino,Leste,não,1616.33
55,30.56,0,masculino,Leste,sim,3428.4
61,34.35,1,masculino,Oeste,sim,4486.75
37,33.27,1,feminino,Oeste,sim,4729.7
42,23.42,0,masculino,Sul,não,651.38
24,34.72,3,masculino,Sul,não,2504.68
38,34.96,3,feminino,Leste,sim,5123.75
24,33.7,1,feminino,Oeste,não,1306.43
46,32.67,4,masculino,Norte,não,2646.49
24,27.96,0,masculino,Norte,não,1617.1
20,22.09,3,feminino,Leste,não,986.39
46,29.72,3,masculino,Oeste,não,2611.06
46,31.66,0,feminino,Sul,sim,3254.0
56,38.9,4,masculino,Leste,não,1345.64
55,34.34,1,feminino,Norte,sim,4069.49
23,28.49,0,masculino,Sul,sim,2825.2
63,33.62,4,feminino,Norte,sim,4315.44
27,33.7,2,feminino,Oeste,não,1776.22
54,27.08,2,masculino,Norte,não,2536.5
31,30.04,4,masculino,Oeste,não,3538.19
39,35.82,1,masculino,Oeste,sim,3497.1
49,30.97,0,feminino,Leste,sim,3238.38
35,38.51,3,feminino,Sul,sim,4559.28
53,30.26,0,feminino,Oeste,não,538.2
63,42.96,1,masculino,Leste,sim,3637.12
26,24.09,2,masculino,Norte,não,2053.11
43,29.51,0,masculino,Sul,sim,3344.74
39,28.82,4,feminino,Sul,sim,4227.62
63,28.48,0,masculino,Oeste,sim,3163.67
55,33.17,0,masculino,Sul,não,1559.79
40,41.12,2,feminino,Sul,sim,3184.78
34,22.59,2,feminino,Norte,sim,3913.58
43,26.15,3,feminino,Norte,não,1846.64
64,34.05,2,feminino,Leste,sim,4813.21
55,34.77,2,masculino,Oeste,não,2600.53
19,33.76,0,masculino,Oeste,não,2469.73
23,29.46,2,masculino,Leste,não,1715.79
24,23.58,0,masculino,Leste,não,1226.87
30,31.19,0,feminino,Oeste,sim,2717.2
44,14.47,4,feminino,Oeste,não,3064.8
28,30.07,0,masculino,Leste,não,1080.02
32,20.2,3,masculino,Leste,sim,3268.58
26,31.48,0,masculino,Leste,sim,3177.3
25,24.84,0,feminino,Oeste,não,1855.29
63,26.53,1,feminino,Oeste,não,2397.44
23,25.42,3,masculino,Leste,não,2074.22
60,25.18,1,masculino,Sul,não,1698.24
21,33.13,4,masculino,Norte,sim,4214.3
28,27.57,0,masculino,Leste,não,1278.26
45,28.76,3,feminino,Norte,sim,4466.58
43,22.87,3,feminino,Leste,sim,3981.62
21,32.75,4,feminino,Norte,sim,3270.97
32,31.15,2,masculino,Oeste,sim,4035.77
36,34.79,3,masculino,Norte,sim,4311.78
23,28.53,2,masculino,Sul,sim,3656.49
22,27.91,4,feminino,Sul,sim,4827.36
35,23.22,2,feminino,Sul,não,647.41
23,31.16,4,masculino,Leste,não,2460.66
48,27.03,0,masculino,Oeste,sim,3832.76
42,31.32,0,feminino,Leste,não,1020.97
21,22.92,0,masculino,Leste,sim,2853.31
23,27.31,1,feminino,Sul,sim,2580.99
58,28.42,3,masculino,Oeste,sim,4775.14
54,31.28,4,feminino,Norte,não,2857.47
42,31.42,2,masculino,Oeste,não,1397.0
51,28.09,4,masculino,Norte,não,2912.39
36,35.87,1,feminino,Norte,não,1018.04
51,26.97,2,masculino,Oeste,não,1594.37
32,26.78,1,masculino,Leste,sim,3130.02
25,31.29,2,masculino,Leste,não,1697.6
61,32.33,3,feminino,Leste,não,1994.14
64,32.08,0,feminino,Norte,sim,3548.09
51,33.53,0,masculino,Oeste,sim,4092.55
35,31.01,3,masculino,Sul,não,2336.24
47,34.56,3,feminino,Norte,não,2412.64
30,29.02,0,masculino,Sul,não,1580.49
64,37.42,4,feminino,Oeste,sim,4787.23
50,28.9,2,masculino,Oeste,sim,4610.72
52,39.53,4,masculino,Sul,sim,4865.52
41,28.82,4,masculino,Sul,não,1944.97
43,20.09,3,feminino,Leste,não,638.56
64,24.38,0,masculino,Norte,não,1914.04
61,35.88,2,feminino,Sul,não,2300.17
59,33.17,0,feminino,Sul,sim,4099.65
64,29.02,0,feminino,Sul,sim,3817.67
18,28.26,0,feminino,Oeste,não,942.65
30,21.78,3,feminino,Leste,sim,3820.42
27,33.54,0,masculino,Sul,sim,2139.09
36,30.97,0,feminino,Oeste,sim,4001.12
22,34.81,2,masculino,Oeste,não,1835.48
25,24.83,3,feminino,Sul,não,1697.71
21,31.75,4,feminino,Norte,sim,4219.5
30,28.56,1,feminino,Leste,não,1776.39
55,25.81,0,masculino,Oeste,não,1465.51
63,34.26,0,masculino,Oeste,sim,2921.21
63,25.54,2,feminino,Sul,sim,4273.62
36,32.77,4,masculino,Oeste,não,2088.06
25,27.81,1,masculino,Norte,sim,2667.61
44,33.69,2,masculino,Leste,sim,4071.96
64,24.0,1,masculino,Norte,sim,3778.08
47,31.54,2,masculino,Sul,não,2539.6
21,23.87,2,masculino,Leste,sim,4089.91
28,43.93,3,masculino,Norte,não,2319.23
38,30.74,2,masculino,Sul,sim,4378.23
60,33.28,4,feminino,Norte,não,3305.89
19,29.12,3,masculino,Sul,sim,3984.36
38,32.94,1,feminino,Oeste,sim,4107.9
34,28.63,3,feminino,Norte,não,1628.34
60,26.39,1,feminino,Norte,sim,3682.16
46,36.68,1,masculino,Sul,não,1785.46
44,35.33,1,masculino,Norte,não,1569.11
41,29.41,2,masculino,Norte,sim,3846.24
20,28.2,4,feminino,Oeste,sim,3737.67
56,28.33,3,feminino,Norte,não,2733.69
27,31.65,1,feminino,Oeste,não,763.84
20,30.23,4,masculino,Sul,sim,3351.91
62,42.12,1,feminino,Leste,sim,2954.39
59,29.99,1,feminino,Norte,sim,4338.59
43,37.39,0,masculino,Oeste,não,1465.41
54,34.89,1,feminino,Leste,sim,3031.37
44,33.95,0,feminino,Norte,sim,2830.36
22,31.83,0,masculino,Sul,sim,3772.72
59,33.14,1,masculino,Oeste,não,2230.35
28,29.53,4,masculino,Sul,não,2669.21
30,26.36,4,feminino,Leste,não,2464.87
58,34.48,2,feminino,Norte,não,1256.34
51,26.22,0,masculino,Sul,não,634.0
55,22.14,4,masculino,Oeste,não,2624.72
57,29.38,4,masculino,Norte,sim,4717.9
50,26.01,2,masculino,Norte,sim,4027.99
51,33.15,0,masculino,Norte,sim,3371.83
44,30.69,1,feminino,Sul,não,2421.74
53,26.94,0,feminino,Leste,não,1491.26
43,35.36,3,masculino,Norte,sim,4492.76
42,40.13,4,masculino,Norte,não,3420.86
36,34.75,2,feminino,Sul,não,1028.35
38,36.63,0,masculino,Norte,não,2207.8
48,30.34,2,feminino,Oeste,sim,4146.29
46,36.92,3,masculino,Oeste,não,2218.03
26,22.04,1,masculino,Oeste,sim,3885.83
36,31.46,1,feminino,Norte,não,2202.5
43,27.89,4,masculino,Oeste,não,1586.01
42,31.78,0,feminino,Oeste,não,1523.54
57,27.41,3,masculino,Leste,não,2157.48
60,38.78,0,feminino,Norte,sim,4015.47
46,27.92,0,masculino,Leste,não,1762.3
42,31.12,2,masculino,Oeste,não,1548.63
36,31.71,4,masculino,Norte,não,3179.35
21,19.67,4,masculino,Norte,sim,3481.71
62,33.56,0,feminino,Leste,não,2171.02
37,34.94,0,masculino,Sul,sim,3129.67
63,30.75,3,masculino,Oeste,não,2636.45
18,25.49,0,masculino,Oeste,não,1340.84
28,32.25,4,masculino,Sul,não,2013.87
21,32.18,2,masculino,Norte,não,1407.78
24,31.92,3,feminino,Leste,sim,3611.84
45,27.91,2,feminino,Oeste,não,1828.35
53,33.63,0,masculino,Sul,não,1428.83
24,26.37,3,feminino,Oeste,não,1462.47
37,31.35,2,masculino,Oeste,sim,3523.89
52,29.65,3,masculino,Sul,sim,5270.88
56,31.83,1,masculino,Sul,sim,4300.64
38,31.33,1,masculino,Sul,sim,3663.33
61,45.45,4,masculino,Oeste,não,3414.92
18,26.7,3,feminino,Sul,sim,3701.95
54,31.07,3,masculino,Norte,sim,3552.25
63,28.11,4,feminino,Sul,não,2269.48
59,23.85,1,feminino,Norte,não,1513.34
20,21.94,3,feminino,Oeste,não,2137.96
51,25.59,4,feminino,Oeste,sim,3519.84
30,32.91,4,feminino,Oeste,sim,3802.76
33,32.26,3,feminino,Sul,sim,4109.59
51,36.43,1,masculino,Leste,não,1923.7
41,22.03,2,masculino,Sul,não,994.33
30,32.36,1,feminino,Sul,sim,3928.69
23,29.9,3,masculino,Oeste,sim,4420.33
56,28.59,3,feminino,Sul,não,1668.43
19,23.71,3,masculino,Leste,sim,3632.59
28,29.5,1,masculino,Oeste,não,1295.4
24,30.26,2,feminino,Sul,não,1629.57
24,30.58,2,feminino,Sul,não,2172.06
56,29.08,4,masculino,Oeste,sim,4750.49
56,34.7,4,masculino,Leste,não,2941.29
29,28.86,0,masculino,Leste,não,1979.05
39,39.64,0,masculino,Oeste,sim,4142.18
20,28.15,0,masculino,Leste,sim,3457.8
30,30.09,0,masculino,Norte,não,1481.99
47,38.8,2,feminino,Norte,sim,3820.2
27,31.4,3,feminino,Leste,não,2495.4
26,34.8,2,masculino,Oeste,sim,3704.16
23,29.29,2,masculino,Leste,não,1466.36
61,23.79,4,feminino,Oeste,não,2678.59
19,29.61,2,masculino,Norte,não,996.92
61,29.24,0,feminino,Oeste,não,1601.69
33,24.18,4,feminino,Oeste,sim,5178.4
30,34.15,0,masculino,Oeste,sim,4119.94
30,27.35,4,masculino,Oeste,sim,4668.76
39,34.07,4,feminino,Leste,não,1766.35
36,36.35,1,feminino,Leste,sim,3774.86
43,31.74,4,feminino,Sul,sim,4432.77
31,36.48,1,feminino,Norte,sim,3917.49
48,31.91,3,feminino,Norte,não,2838.56
46,27.2,0,masculino,Norte,não,1460.17
62,23.1,2,feminino,Oeste,sim,3524.04
59,29.52,3,feminino,Norte,sim,4758.44
39,31.69,2,feminino,Leste,não,805.94
24,27.25,0,feminino,Leste,sim,3794.51
54,25.82,2,masculino,Oeste,não,1659.26
58,30.34,4,masculino,Norte,sim,5678.2
44,29.07,3,masculino,Norte,sim,3528.95
48,29.62,1,masculino,Oeste,não,1219.07
23,24.18,2,masculino,Leste,sim,3773.28
33,33.98,3,masculino,Sul,sim,4589.8
55,29.25,1,feminino,Leste,não,3122.16
55,32.75,0,masculino,Oeste,sim,4790.6
49,32.3,0,feminino,Leste,não,1710.93
50,30.57,3,feminino,Leste,não,1938.16
34,33.68,1,masculino,Oeste,sim,4400.19
50,36.12,3,masculino,Leste,sim,3834.02
28,29.05,3,feminino,Norte,não,926.92
30,21.45,1,masculino,Sul,não,1381.12
47,27.36,4,masculino,Oeste,sim,4684.09
18,18.7,2,feminino,Leste,sim,2916.25
47,29.37,2,feminino,Leste,não,2353.36
44,30.18,2,feminino,Leste,sim,3528.79
57,43.57,3,feminino,Oeste,sim,5337.09
40,27.11,2,feminino,Leste,sim,3774.43
37,30.21,3,feminino,Leste,sim,3759.15
23,26.27,3,feminino,Sul,sim,3557.16
54,24.22,1,masculino,Norte,não,2652.58
37,31.07,0,masculino,Oeste,não,1003.16
54,25.67,1,masculino,Leste,sim,3883.06
23,28.74,4,masculino,Oeste,não,2399.94
46,28.82,2,masculino,Oeste,não,2265.41
30,15.95,1,masculino,Oeste,sim,2765.43
44,27.2,1,masculino,Norte,sim,4099.32
37,31.39,1,feminino,Leste,sim,2650.44
30,30.41,4,masculino,Oeste,não,2456.49
56,29.95,4,masculino,Norte,não,2679.0
25,27.1,2,feminino,Oeste,sim,3980.77
34,27.4,0,feminino,Oeste,sim,3420.15
47,35.38,2,masculino,Oeste,sim,4007.21
18,25.36,0,feminino,Norte,não,439.27
41,28.9,0,feminino,Oeste,não,1808.3
33,26.76,4,feminino,Norte,não,2927.81
28,30.2,4,feminino,Leste,sim,5392.25
21,35.24,1,masculino,Leste,sim,3557.62
21,23.81,2,feminino,Oeste,não,2036.83
34,25.79,0,masculino,Leste,não,953.65
27,34.53,0,feminino,Leste,sim,3028.19
38,37.8,0,masculino,Norte,não,821.34
55,43.28,1,masculino,Leste,não,1494.05
35,26.48,4,feminino,Sul,não,2372.05
27,37.38,4,feminino,Oeste,sim,4163.66
62,26.15,1,masculino,Sul,não,2626.39
33,28.25,2,feminino,Norte,não,1948.35
56,20.63,2,feminino,Leste,sim,3210.09
32,26.92,1,masculino,Leste,não,1598.2
51,27.69,4,feminino,Oeste,sim,5330.22
22,27.92,2,masculino,Norte,não,1721.86
34,35.41,0,masculino,Oeste,sim,3354.53
54,26.84,0,masculino,Sul,não,1199.81
25,34.74,4,feminino,Norte,sim,4175.82
41,29.02,1,feminino,Leste,não,1652.4
45,29.07,1,masculino,Norte,não,1131.26
64,32.93,2,feminino,Oeste,não,1956.28
25,19.38,4,feminino,Oeste,sim,4643.84
40,29.24,4,feminino,Sul,não,2586.94
52,28.89,2,masculino,Sul,não,1834.57
48,25.54,4,masculino,Sul,sim,4601.31
34,28.2,4,masculino,Leste,não,2854.44
45,31.18,2,masculino,Leste,não,2680.2
29,33.59,4,masculino,Norte,sim,4051.55
41,29.05,2,feminino,Sul,sim,3469.14
32,31.05,3,feminino,Norte,sim,3675.68
57,24.71,1,masculino,Sul,não,1739.44
48,23.85,1,feminino,Leste,sim,3989.56
44,30.65,4,masculino,Sul,não,1913.31
52,31.71,0,feminino,Norte,não,1772.28
35,28.87,0,feminino,Oeste,não,1936.03
53,20.45,1,masculino,Norte,sim,4556.69
25,36.61,0,masculino,Sul,sim,3590.44
63,32.96,2,feminino,Leste,não,2030.36
55,32.34,2,feminino,Sul,sim,4251.25
22,28.79,3,masculino,Leste,não,1553.83
31,20.21,0,feminino,Leste,sim,2925.07
55,35.97,1,masculino,Leste,não,2196.84
37,35.29,3,feminino,Sul,não,3055.74
61,27.2,4,feminino,Norte,não,2882.96
26,28.63,2,feminino,Sul,sim,3747.36
50,21.94,1,masculino,Norte,não,532.99
35,24.35,1,masculino,Norte,não,1097.18
23,28.98,0,masculino,Oeste,sim,3428.87
54,26.07,1,masculino,Leste,não,1521.98
19,26.17,4,masculino,Norte,sim,4279.99
47,35.82,0,feminino,Sul,não,1522.38
23,25.16,0,masculino,Sul,não,998.9
34,28.93,3,feminino,Oeste,não,2330.2
56,31.45,0,feminino,Leste,sim,3877.3
58,36.72,3,feminino,Oeste,sim,4422.45
40,17.09,4,feminino,Norte,não,3017.01
48,22.36,1,masculino,Norte,não,1257.61
37,26.15,4,masculino,Norte,sim,3893.2
22,25.44,0,feminino,Sul,não,907.72
38,31.29,1,masculino,Leste,não,2740.7
60,30.11,1,masculino,Sul,não,1875.04
28,28.67,2,feminino,Leste,sim,3537.18
21,19.79,4,masculino,Oeste,não,1065.61
40,30.47,3,masculino,Sul,não,2361.38
55,35.18,4,feminino,Norte,não,3518.62
47,21.4,4,masculino,Oeste,sim,4517.1
59,35.78,1,masculino,Sul,não,2152.69
58,40.1,4,masculino,Norte,não,1776.26
35,16.72,4,masculino,Leste,sim,3810.06
58,32.48,4,feminino,Sul,não,2340.59
60,31.75,2,feminino,Leste,sim,4288.22
48,26.97,1,feminino,Oeste,sim,3009.54
47,39.9,3,masculino,Oeste,sim,5134.09
51,27.81,0,masculino,Oeste,não,640.61
48,32.73,1,masculino,Leste,sim,3535.74
64,23.36,2,masculino,Leste,sim,4985.51
55,25.33,3,masculino,Sul,sim,3613.41
42,37.86,0,masculino,Norte,não,1473.19
34,27.65,1,feminino,Norte,não,1751.26
53,19.85,0,feminino,Leste,sim,3742.49
57,37.75,2,feminino,Norte,não,2499.32
47,31.5,4,masculino,Norte,sim,4436.96
19,25.14,0,masculino,Oeste,sim,2557.1
41,35.71,1,masculino,Norte,não,2311.18
26,25.48,2,feminino,Sul,sim,3521.86
18,24.71,2,feminino,Leste,não,1947.71
41,30.93,2,feminino,Oeste,não,1567.2
55,24.09,4,feminino,Oeste,sim,4339.74
44,27.5,4,feminino,Sul,sim,3788.53
43,30.41,1,masculino,Oeste,não,1609.57
43,32.12,2,masculino,Leste,sim,3979.85
24,42.2,3,masculino,Norte,não,1318.55
42,26.8,2,feminino,Oeste,não,1068.43
33,38.5,1,masculino,Leste,sim,3745.29
55,24.0,2,masculino,Oeste,não,2426.01
59,34.51,2,feminino,Sul,sim,3499.62
35,30.25,3,feminino,Oeste,sim,3448.83
34,28.72,1,feminino,Norte,sim,3372.09
61,26.89,2,feminino,Sul,não,1623.7
64,21.44,4,masculino,Norte,sim,4507.48
23,30.78,0,masculino,Leste,não,1177.23
37,28.77,3,feminino,Leste,não,1770.64
40,31.51,3,feminino,Sul,não,1281.75
63,35.35,1,feminino,Sul,sim,4005.95
29,37.76,4,feminino,Norte,sim,5035.08
29,25.2,4,feminino,Norte,não,1997.29
51,33.48,4,masculino,Leste,não,2659.73
25,38.52,1,masculino,Leste,não,1816.51
44,33.88,1,masculino,Leste,sim,2903.23
25,33.43,1,masculino,Leste,não,1327.77
50,27.54,2,masculino,Oeste,não,1530.83
54,30.65,2,feminino,Oeste,não,2123.77
36,44.88,3,feminino,Oeste,sim,4514.44
41,28.61,3,feminino,Norte,não,2273.89
39,31.61,0,masculino,Norte,sim,3460.27
20,28.22,0,masculino,Leste,sim,3109.27
26,28.72,3,masculino,Norte,sim,4931.9
28,26.66,0,masculino,Leste,sim,2623.16
23,27.6,2,masculino,Norte,sim,4090.05
56,27.97,3,feminino,Oeste,sim,3423.95
56,28.84,1,masculino,Leste,sim,3724.47
54,39.66,4,masculino,Leste,não,3347.46
19,29.07,1,masculino,Norte,não,781.75
54,31.18,0,feminino,Oeste,sim,3270.61
23,31.95,1,feminino,Oeste,sim,3253.32
23,30.44,3,feminino,Leste,sim,4081.52
56,25.11,3,feminino,Sul,sim,4346.96
53,30.68,0,feminino,Norte,sim,3113.64
42,26.08,3,feminino,Sul,não,2114.68
33,28.93,1,masculino,Sul,sim,3119.16
38,30.06,4,masculino,Oeste,sim,4226.65
27,33.59,0,masculino,Oeste,sim,2930.73
22,36.44,4,feminino,Leste,não,3017.94
42,34.11,2,feminino,Norte,não,2368.17
48,29.55,4,feminino,Leste,sim,4649.63
20,20.81,3,masculino,Leste,não,1257.72
37,18.8,1,masculino,Oeste,sim,3551.91
21,32.35,4,feminino,Leste,sim,3845.85
31,25.19,4,feminino,Oeste,sim,3686.71
29,27.42,1,feminino,Oeste,não,713.28
31,25.51,0,feminino,Oeste,sim,2923.43
54,24.66,1,feminino,Norte,sim,3349.67
35,35.49,2,masculino,Oeste,sim,3341.1
44,31.54,4,feminino,Leste,sim,4909.5
24,30.33,1,masculino,Norte,sim,4077.82
52,29.43,4,feminino,Leste,sim,5393.91
39,27.53,0,feminino,Leste,sim,2829.88
38,30.98,4,feminino,Oeste,sim,4127.28
60,34.35,4,masculino,Sul,sim,4236.09
35,27.6,1,masculino,Norte,sim,3217.66
55,35.18,0,feminino,Sul,não,3086.53
43,26.77,2,feminino,Norte,sim,3482.06
39,26.28,1,feminino,Norte,sim,3816.88
54,36.22,1,feminino,Oeste,sim,4016.15
22,35.11,0,feminino,Oeste,não,1323.66
52,30.52,3,masculino,Sul,sim,4813.5
29,32.49,4,feminino,Norte,sim,4266.96
52,24.83,1,feminino,Norte,sim,3971.31
51,29.18,0,feminino,Norte,não,2422.59
64,27.88,1,masculino,Sul,sim,4018.56
37,34.56,0,feminino,Leste,não,2644.44
29,32.93,0,masculino,Oeste,não,778.09
51,39.08,2,feminino,Norte,sim,5199.19
43,32.4,0,masculino,Leste,sim,2603.24
51,22.26,0,feminino,Oeste,sim,3076.5
49,28.01,3,masculino,Leste,não,1261.03
63,32.4,4,feminino,Norte,não,2862.34
24,26.72,2,feminino,Norte,sim,3204.68
43,28.72,4,masculino,Leste,sim,4330.52
42,28.71,1,feminino,Leste,não,1733.62
63,30.89,2,feminino,Sul,não,2192.48
56,30.12,2,masculino,Sul,não,2343.93
34,34.39,0,masculino,Norte,sim,3137.57
41,28.51,3,masculino,Norte,sim,4118.3
44,29.22,0,feminino,Oeste,sim,3119.06
21,27.97,3,feminino,Sul,sim,3676.66
44,35.98,2,masculino,Sul,sim,4451.84
64,31.72,2,masculino,Norte,não,2439.49
47,33.0,3,feminino,Leste,não,1824.87
20,30.43,0,masculino,Sul,não,1109.28
23,29.35,0,masculino,Leste,não,1296.17
25,24.43,2,masculino,Sul,sim,3654.62
33,33.4,0,masculino,Oeste,sim,3093.55
32,25.6,2,masculino,Sul,não,1669.22
53,27.98,2,feminino,Sul,sim,3881.87
57,30.76,1,feminino,Leste,não,1675.6
25,31.48,3,feminino,Leste,sim,4595.58
56,33.52,3,masculino,Sul,sim,4647.8
47,19.41,1,masculino,Leste,sim,3237.76
29,38.89,1,masculino,Leste,não,1495.61
21,25.6,4,feminino,Oeste,não,1580.02
31,25.17,2,feminino,Oeste,sim,3391.71
42,24.9,4,feminino,Leste,sim,4343.18
22,23.58,2,feminino,Norte,sim,4700.74
40,31.81,3,feminino,Leste,não,2507.26
47,21.17,4,feminino,Norte,não,2096.6
56,24.44,2,masculino,Norte,não,1878.05
29,35.61,3,feminino,Oeste,não,2052.94
32,24.93,3,masculino,Oeste,sim,3500.52
36,36.11,1,feminino,Norte,sim,4082.02
43,33.47,1,feminino,Norte,sim,3614.93
62,23.49,4,masculino,Norte,não,3275.68
21,35.67,0,masculino,Leste,sim,2779.63
55,28.18,0,feminino,Leste,sim,3185.63
25,31.44,3,masculino,Sul,sim,4077.58
47,31.91,2,feminino,Sul,sim,4991.92
32,30.03,4,feminino,Oeste,não,2142.98
29,26.83,4,feminino,Oeste,não,2807.25
27,31.92,4,masculino,Sul,sim,3915.64
29,36.42,2,feminino,Oeste,não,1835.75
34,35.92,3,feminino,Oeste,não,2357.64
57,27.28,2,masculino,Leste,sim,3894.02
19,34.36,4,masculino,Oeste,não,2344.25
36,30.71,2,feminino,Leste,não,1933.96
46,29.28,3,masculino,Leste,não,3366.61
18,25.48,0,feminino,Leste,não,1287.55
39,19.94,4,masculino,Oeste,não,2086.83
42,29.75,0,feminino,Norte,não,1199.13
27,32.81,1,masculino,Sul,não,1717.64
26,31.19,0,masculino,Sul,sim,2689.98
36,26.92,1,feminino,Norte,sim,3477.0
29,28.64,2,masculino,Leste,não,2220.77
46,38.98,1,masculino,Sul,sim,3908.08
35,25.96,0,feminino,Norte,não,475.43
33,37.89,3,masculino,Sul,sim,4054.6
21,31.03,3,masculino,Oeste,não,2162.89
60,31.52,0,masculino,Sul,sim,3446.56
42,28.87,0,masculino,Oeste,não,1082.25
39,21.07,1,masculino,Leste,não,1737.4
46,31.36,0,masculino,Leste,não,1384.51
39,38.84,0,feminino,Leste,sim,3673.35
32,36.13,0,feminino,Leste,não,1666.33
19,30.36,0,feminino,Norte,sim,3041.34
30,32.5,4,masculino,Norte,não,2019.7
29,30.87,4,feminino,Norte,sim,3375.91
43,27.52,3,masculino,Leste,sim,4405.99
57,28.58,1,masculino,Sul,não,2347.03
29,27.52,3,feminino,Sul,sim,2770.55
44,27.49,3,masculino,Norte,sim,4512.62
63,33.18,1,feminino,Leste,não,1728.57
52,44.48,1,masculino,Norte,sim,4199.7
19,23.48,3,masculino,Leste,sim,5108.57
34,32.05,0,masculino,Leste,não,855.4
19,29.75,0,masculino,Leste,não,1490.1
34,29.16,2,masculino,Leste,não,1423.12
51,34.25,2,masculino,Leste,sim,4191.57
51,35.23,2,feminino,Sul,não,2416.99
62,29.26,3,feminino,Oeste,sim,4711.84
56,32.09,1,feminino,Sul,sim,3920.44
58,36.79,4,feminino,Leste,não,2311.66
26,28.51,1,feminino,Sul,não,1388.72
31,34.56,4,masculino,Sul,sim,4118.75
60,27.69,1,masculino,Sul,não,1426.78
37,24.71,1,masculino,Sul,não,463.08
50,36.94,4,masculino,Norte,não,2911.62
41,29.87,0,feminino,Sul,sim,3206.42
22,28.74,2,masculino,Leste,sim,4207.79
49,22.56,3,masculino,Norte,sim,3950.2
40,27.89,3,feminino,Oeste,sim,3726.87
18,34.82,0,feminino,Leste,sim,2975.2
55,24.25,0,masculino,Oeste,não,1742.33
49,34.0,3,feminino,Oeste,sim,3986.21
33,25.68,4,masculino,Norte,não,3139.26
37,25.88,3,masculino,Oeste,sim,4302.95
33,29.7,1,masculino,Oeste,sim,3614.06
30,36.67,4,feminino,Norte,sim,4624.29
63,27.86,0,feminino,Oeste,sim,2849.6
28,30.04,3,feminino,Oeste,não,1920.31
59,24.53,0,feminino,Oeste,não,637.39
34,23.81,4,feminino,Norte,não,2347.16
24,30.9,1,masculino,Leste,não,858.35
39,32.77,1,feminino,Norte,não,2630.29
48,30.36,0,feminino,Norte,sim,3458.64
21,27.57,4,feminino,Oeste,sim,3403.18
34,35.02,1,feminino,Sul,não,1670.8
18,34.25,1,masculino,Oeste,sim,2782.71
19,35.55,1,feminino,Sul,sim,3345.15
50,29.45,4,masculino,Leste,não,2246.12
61,38.34,1,feminino,Sul,sim,3500.54
36,28.94,4,masculino,Oeste,sim,4367.88
36,33.48,0,masculino,Leste,não,1899.02
40,30.35,4,masculino,Oeste,não,3513.7
33,32.93,0,masculino,Oeste,sim,3737.85
33,29.11,0,masculino,Leste,não,710.54
46,27.35,1,feminino,Norte,não,2403.55
25,33.86,0,feminino,Norte,sim,3015.94
45,29.5,0,masculino,Norte,não,1266.11
42,35.13,2,masculino,Oeste,sim,4310.4
42,24.37,2,feminino,Leste,não,182.32
30,32.65,2,masculino,Oeste,sim,3290.42
31,23.41,3,masculino,Leste,não,1620.29
36,31.52,4,feminino,Norte,não,2462.78
32,27.69,4,masculino,Oeste,sim,4107.93
32,32.33,2,feminino,Oeste,sim,4135.98
38,36.22,1,feminino,Sul,sim,3834.33
25,39.55,2,masculino,Norte,não,1517.32
62,22.7,4,feminino,Oeste,sim,5316.05
61,29.72,2,masculino,Sul,não,1989.0
45,30.99,1,feminino,Sul,não,2357.8
62,30.08,4,masculino,Norte,não,2205.41
33,32.45,0,masculino,Norte,não,973.36
41,30.88,1,feminino,Norte,sim,2450.69
29,26.74,3,feminino,Norte,não,2638.88
31,17.21,2,feminino,Norte,sim,3901.93
47,36.68,4,masculino,Oeste,sim,4977.45
49,27.21,1,masculino,Leste,não,1506.45
64,30.88,3,feminino,Norte,sim,4315.25
36,36.66,4,feminino,Sul,não,2462.22
22,38.19,4,feminino,Leste,não,2276.69
46,33.6,2,masculino,Oeste,não,1111.69
19,32.26,1,feminino,Norte,sim,3311.62
41,26.06,0,feminino,Norte,sim,3235.83
34,26.68,4,masculino,Norte,não,1138.71
59,26.26,1,feminino,Oeste,sim,3107.94
44,32.94,3,feminino,Oeste,sim,4950.53
20,40.57,0,masculino,Sul,sim,3615.38
35,31.79,4,feminino,Sul,sim,4235.8
38,28.03,2,masculino,Oeste,sim,2917.09
56,24.32,2,masculino,Sul,sim,4223.15
18,26.43,0,masculino,Norte,não,1288.22
24,34.99,4,masculino,Sul,não,2594.93
62,24.39,4,feminino,Sul,sim,4655.61
40,27.04,3,feminino,Sul,não,2083.57
33,26.05,3,feminino,Leste,não,2461.57
28,33.92,2,masculino,Leste,não,1888.82
52,29.65,2,masculino,Leste,não,936.54
58,21.18,4,feminino,Oeste,não,2380.25
56,27.06,1,feminino,Leste,não,1486.04
